0,0,107,32,0,0,0,10,53320,-1,-1,-1,-1,-1,-1
0,0,109,20,0,0,0,19,100644,-1,-1,-1,-1,-1,-1
0,0,106,28,0,0,0,26,137745,-1,-1,-1,-1,-1,-1
0,0,108,32,0,0,0,67,354281,-1,-1,-1,-1,-1,-1
0,0,105,30,0,0,1,94,501089,-1,-1,-1,-1,-1,-1
0,0,110,26,0,0,1,93,495898,-1,-1,-1,-1,-1,-1
0,0,102,30,0,0,1,85,453562,-1,-1,-1,-1,-1,-1
0,0,104,32,0,0,1,80,427144,-1,-1,-1,-1,-1,-1
0,0,103,20,0,0,1,73,390383,-1,-1,-1,-1,-1,-1
0,0,101,27,0,0,1,69,369135,-1,-1,-1,-1,-1,-1
0,1,113,28,0,0,0,1,5757,-1,-1,-1,-1,-1,-1
0,1,112,34,0,0,0,2,11143,-1,-1,-1,-1,-1,-1
0,1,114,23,0,0,0,32,169349,-1,-1,-1,-1,-1,-1
0,1,115,23,0,0,0,43,227430,-1,-1,-1,-1,-1,-1
0,1,121,32,0,0,0,63,333161,-1,-1,-1,-1,-1,-1
0,1,119,29,0,0,1,99,527518,-1,-1,-1,-1,-1,-1
0,1,117,25,0,0,1,96,511742,-1,-1,-1,-1,-1,-1
0,1,122,28,0,0,1,87,464182,-1,-1,-1,-1,-1,-1
0,1,118,29,0,0,1,77,411351,-1,-1,-1,-1,-1,-1
0,1,111,28,0,0,1,41,221276,-1,-1,-1,-1,-1,-1
0,1,120,25,0,0,1,27,147434,-1,-1,-1,-1,-1,-1
0,1,116,32,0,0,1,18,99778,-1,-1,-1,-1,-1,-1
0,2,131,32,0,0,0,11,58609,-1,-1,-1,-1,-1,-1
0,2,133,19,0,0,0,19,100623,-1,-1,-1,-1,-1,-1
0,2,136,27,0,0,0,22,116600,-1,-1,-1,-1,-1,-1
0,2,132,25,0,0,0,24,127127,-1,-1,-1,-1,-1,-1
0,2,126,34,0,0,0,36,190655,-1,-1,-1,-1,-1,-1
0,2,130,32,0,0,0,37,195888,-1,-1,-1,-1,-1,-1
0,2,140,27,0,0,0,47,248593,-1,-1,-1,-1,-1,-1
0,2,123,20,0,0,0,48,253777,-1,-1,-1,-1,-1,-1
0,2,128,34,0,0,0,77,407127,-1,-1,-1,-1,-1,-1
0,2,127,30,0,0,1,91,485249,-1,-1,-1,-1,-1,-1
0,2,138,28,0,0,1,79,421942,-1,-1,-1,-1,-1,-1
0,2,139,26,0,0,1,68,363898,-1,-1,-1,-1,-1,-1
0,2,124,28,0,0,1,65,348003,-1,-1,-1,-1,-1,-1
0,2,129,32,0,0,1,61,326832,-1,-1,-1,-1,-1,-1
0,2,125,27,0,0,1,56,300502,-1,-1,-1,-1,-1,-1
0,2,134,32,0,0,1,53,284599,-1,-1,-1,-1,-1,-1
0,2,137,26,0,0,1,33,179098,-1,-1,-1,-1,-1,-1
0,2,135,30,0,0,1,31,168463,-1,-1,-1,-1,-1,-1
0,3,148,20,0,0,0,4,21453,-1,-1,-1,-1,-1,-1
0,3,150,25,0,0,0,25,132407,-1,-1,-1,-1,-1,-1
0,3,146,25,0,0,0,29,153537,-1,-1,-1,-1,-1,-1
0,3,147,20,0,0,0,43,227381,-1,-1,-1,-1,-1,-1
0,3,153,27,0,0,0,53,280286,-1,-1,-1,-1,-1,-1
0,3,154,28,0,0,1,97,516976,-1,-1,-1,-1,-1,-1
0,3,144,20,0,0,1,93,495986,-1,-1,-1,-1,-1,-1
0,3,151,27,0,0,1,76,406114,-1,-1,-1,-1,-1,-1
0,3,143,34,0,0,1,75,400697,-1,-1,-1,-1,-1,-1
0,3,145,25,0,0,1,70,374462,-1,-1,-1,-1,-1,-1
0,3,149,20,0,0,1,59,316472,-1,-1,-1,-1,-1,-1
0,3,141,34,0,0,1,54,289818,-1,-1,-1,-1,-1,-1
0,3,152,26,0,0,1,50,268852,-1,-1,-1,-1,-1,-1
0,4,157,25,0,0,0,1,5701,-1,-1,-1,-1,-1,-1
0,4,155,18,0,0,0,4,21405,-1,-1,-1,-1,-1,-1
0,4,165,28,0,0,0,5,26858,-1,-1,-1,-1,-1,-1
0,4,164,32,0,0,0,44,232841,-1,-1,-1,-1,-1,-1
0,4,163,20,0,0,0,48,253767,-1,-1,-1,-1,-1,-1
0,4,156,25,0,0,1,97,517040,-1,-1,-1,-1,-1,-1
0,4,142,23,0,0,1,79,422015,-1,-1,-1,-1,-1,-1
0,4,158,30,0,0,1,64,342682,-1,-1,-1,-1,-1,-1
0,4,161,29,0,0,1,47,252951,-1,-1,-1,-1,-1,-1
0,4,159,22,0,0,1,27,147466,-1,-1,-1,-1,-1,-1
0,5,171,20,0,0,0,3,16168,-1,-1,-1,-1,-1,-1
0,5,170,23,0,0,0,25,132380,-1,-1,-1,-1,-1,-1
0,5,175,34,0,0,0,27,143118,-1,-1,-1,-1,-1,-1
0,5,167,25,0,0,0,29,153538,-1,-1,-1,-1,-1,-1
0,5,174,34,0,0,0,31,164240,-1,-1,-1,-1,-1,-1
0,5,168,26,0,0,0,35,185234,-1,-1,-1,-1,-1,-1
0,5,166,32,0,0,0,70,370143,-1,-1,-1,-1,-1,-1
0,5,172,25,0,0,1,90,480074,-1,-1,-1,-1,-1,-1
